Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Alharbi, M., Emmitt, S., Demian, P.","56559863400; 6506090821; 6508180243","What is architectural management? Towards a pragmatic definition",2015,"Engineering, Construction and Architectural Management",22,"2",,151,168,,5,10.1108/ECAM-05-2014-0068,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84925041713&partnerID=40&md5=0292360904511811a5986bc35846940c",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84925041713
"Al Yousuf, M., Taylor, E., Taylor, J.","56502098600; 7403206948; 7405405343","Developing a government strategy to meet international standards of food safety across the hospitality industry",2015,"Worldwide Hospitality and Tourism Themes",7,"1",,4,16,,5,10.1108/WHATT-12-2014-0037,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84922202165&partnerID=40&md5=35d5e257f9b7ad0ad596964441024448",Article,Final,"",Scopus,2-s2.0-84922202165
"Guertler, M.R.","57204216952","How to assess actors for an open: Innovation-project?",2014,"Journal of Modern Project Management",2,"2",,56,63,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84983121987&partnerID=40&md5=47b7c310317e393eb68c411baf0e6ca9",Article,Final,"",Scopus,2-s2.0-84983121987
"Huemann, M., Zuchi, D.","16021706800; 35492232700","Toward a Comprehensive Project Stakeholder Management Approach for HR Projects",2014,"Advancing Human Resource Project Management",,"",,383,424,,5,10.1002/9781118915912.ch15,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84927132727&partnerID=40&md5=5e986409a773465a4d0a7f94b3466ed2",Book Chapter,Final,"",Scopus,2-s2.0-84927132727
"Ramanathan, C.T., Narayanan, S.P.","57213803484; 36806724300","A comparative study among stakeholders on causes of time delay in Malaysian multiple design and build projects",2014,"IEEE International Conference on Industrial Engineering and Engineering Management",2015-January,"", 7058680,458,463,,5,10.1109/IEEM.2014.7058680,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84988286497&partnerID=40&md5=ff9dcd57b22560178b298f21866ab486",Conference Paper,Final,"",Scopus,2-s2.0-84988286497
"Collinge, W.H., Harty, C.F.","56787735700; 6603223542","Stakeholder interpretations of design: semiotic insights into the briefing process",2014,"Construction Management and Economics",32,"7-8",,760,772,,5,10.1080/01446193.2014.894247,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905084962&partnerID=40&md5=d0ff693d37eba060b70a017efe01a197",Article,Final,"",Scopus,2-s2.0-84905084962
"Boile, M., Sdoukopoulos, L.","6602157861; 55747330200","Supply chain visibility and security - the SMART-CM project solution",2014,"International Journal of Shipping and Transport Logistics",6,"3",,280,292,,5,10.1504/IJSTL.2014.060786,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84899860343&partnerID=40&md5=30886dca971f458513ac11e4d898a512",Article,Final,"",Scopus,2-s2.0-84899860343
"Johansson, C.","36499409700","Managing uncertainty and ambiguity in gates: Decision making in aerospace product development",2014,"International Journal of Innovation and Technology Management",11,"2", 1450012,,,,5,10.1142/S0219877014500126,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84899471405&partnerID=40&md5=a447b00ff4634b54eb97575224cc4856",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84899471405
"Nangoli, S., Ahimbisibwe, A., Namagembe, S., Bashir, H.","55329447400; 55329310900; 57202119112; 57202117595","Social networks: a strategy for enhancing project-stakeholder commitment",2013,"Journal of Strategy and Management",6,"4",,399,410,,5,10.1108/JSMA-02-2013-0012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013161785&partnerID=40&md5=c903a1c3283efdc320d2a720d6213f4e",Article,Final,"",Scopus,2-s2.0-85013161785
"Kliewe, T., Davey, T., Baaken, T.","57217275235; 41961104300; 36241343900","Creating a sustainable innovation environment within large enterprises: a case study on a professional services firm",2013,"Journal of Innovation Management",1,"1",,55,84,,5,10.24840/2183-0606_001.001_0006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84903782530&partnerID=40&md5=1a82e2410a31d283b21eb355b2771abb",Article,Final,"",Scopus,2-s2.0-84903782530
"Aboagye-Nimo, E., Raiden, A., King, A., Tietze, S.","55217627700; 6505964815; 56421137300; 6602792898","A safety culture shaped by common sense",2013,"Proceedings 29th Annual Association of Researchers in Construction Management Conference, ARCOM 2013",,"",,323,333,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84981361086&partnerID=40&md5=bc57ee94bc312c67abd071eeb8e4ba09",Conference Paper,Final,"",Scopus,2-s2.0-84981361086
"Swart, J.A.A., Van Der Windt, H.J.","16187688400; 6506200025","Knocking on doors: Boundary objects in ecological conservation and restoration",2012,"Sustainability Science: The Emerging Paradigm and the Urban Environment",9781461431886,"",,399,413,,5,10.1007/978-1-4614-3188-6_19,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84948385874&partnerID=40&md5=5be376a42b32d6d52bb44ea9c6dee462",Book Chapter,Final,"",Scopus,2-s2.0-84948385874
"Johnston, J., Clegg, S.","7403397763; 7101683003","Legitimate Sovereignty and Contested Authority in Public Management Organization and Disorganization: Barangaroo and the Grand Strategic Vision for Sydney as a Globalizing City",2012,"Journal of Change Management",12,"3",,279,299,,5,10.1080/14697017.2012.673071,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866299450&partnerID=40&md5=87a204b2cae336c111be8390de98c6a4",Article,Final,"",Scopus,2-s2.0-84866299450
"Thurston, L.P., Smith, C.A., Genskow, K., Stalker Prokopy, L., Hargrove, W.L.","6701836714; 55358990600; 6504661725; 7801522324; 57217650413","The social context of water quality improvement evaluation",2012,"New Directions for Evaluation",2012,"135",,41,58,,5,10.1002/ev.20026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866282767&partnerID=40&md5=12db2c254edd69a62f9904f2caa16d2f",Article,Final,"",Scopus,2-s2.0-84866282767
"Burström, T., Jacobsson, M.","56318730800; 57191950575","Transition processes in an interorganizational platform project",2012,"International Journal of Managing Projects in Business",5,"3",,400,419,,5,10.1108/17538371211235290,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84947418028&partnerID=40&md5=912e3d56ce05101fc79d329ea705b7a3",Article,Final,"",Scopus,2-s2.0-84947418028
"Makaranga Ngwira, M., Parsa, A., Manase, D.","57191772206; 57225422539; 37088856200","Effectiveness of property asset management in Scottish councils",2012,"Journal of Corporate Real Estate",14,"2",,105,120,,5,10.1108/14630011211261704,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84992973446&partnerID=40&md5=a4b64c994c206605d2fc11b30cd7a366",Article,Final,"",Scopus,2-s2.0-84992973446
"Li, M., Reimers, K.","7405263135; 6701645096","Government driven model of institutional change through adoption of new technology: A case study of the failed pharmaceutical bidding and procurement platforms in China",2012,"Chinese Management Studies",6,"1",,53,64,,5,10.1108/17506141211213726,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84863366825&partnerID=40&md5=8d51789da76d68d6b99d6f0502d2c111",Article,Final,"",Scopus,2-s2.0-84863366825
"Cohen, B.B.","56309328100","Conducting evaluation in contested terrain: Challenges, methodology and approach in an American context",2012,"Evaluation and Program Planning",35,"1",,189,198,,5,10.1016/j.evalprogplan.2010.11.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-82855179383&partnerID=40&md5=4084a78e78cf58c94470cd175b3152df",Article,Final,"",Scopus,2-s2.0-82855179383
"Surridge, M., Chakravarthy, A., Hall-May, M., Chen, X., Nasser, B., Nossal, R.","6602324868; 16548759000; 13104245200; 37090292300; 23095225900; 7006750166","SERSCIS: Semantic modelling of dynamic, multi-stakeholder systems",2012,"SIDs 2012 - Proceedings of the SESAR Innovation Days",,"",,,,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84925679664&partnerID=40&md5=5c4599fb58f4d3a7ee1643b050ebbac6",Conference Paper,Final,"",Scopus,2-s2.0-84925679664
"Mohamad Ramly, Z., Shen, G.Q.","56319107300; 7402933134","Value management in Malaysia: Past, present and future",2012,"Proceedings of the International Conference on Value Engineering and Management: Innovation in the Value Methodology, ICVEM 2012",,"",,105,110,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905869518&partnerID=40&md5=88fa70225268a212bdd096806deb0fab",Conference Paper,Final,"",Scopus,2-s2.0-84905869518
"Wubben, E.F.M., Isakhanyan, G.","6506740883; 57222668148","Stakeholder Analysis of Agroparks",2011,"International Journal on Food System Dynamics",2,"2",,145,154,,5,10.18461/ijfsd.v2i2.224,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890325999&partnerID=40&md5=8a25bcf0368cc5912e4e575018b9c278",Article,Final,"",Scopus,2-s2.0-84890325999
"Mohapatra, S., Patnaik, A.","26427741300; 57035579800","Sustainability in HRIS implementation through effective project management",2011,"International Journal of Project Organisation and Management",3,"1",,78,90,,5,10.1504/IJPOM.2011.038865,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84865357035&partnerID=40&md5=2eeefedd7ee9efeb21850e664fa04a68",Article,Final,"",Scopus,2-s2.0-84865357035
"Umeki, H., Takase, H., Mckinley, I.G.","6603894348; 7103322219; 7006394410","Geological disposal: KM challenges and solutions",2011,"Knowledge Management Research and Practice",9,"3",,236,244,,5,10.1057/kmrp.2011.19,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80052125447&partnerID=40&md5=1d5f80d2ff4df5f9ca58ca471af2685a",Article,Final,"",Scopus,2-s2.0-80052125447
"Jasiukevicius, L., Christauskas, C.","42761650800; 23487657100","The application of performance measurement systems at the electricity sector of Lithuania | Organizacijos veiklos vertinimo systemų taikymas lietuvos elektros energetikos sektoriuje",2011,"Engineering Economics",22,"3",,283,291,,5,10.5755/j01.ee.22.3.518,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79960186780&partnerID=40&md5=40286fb62bd1c460b69e25adc0cf53ac",Article,Final,"",Scopus,2-s2.0-79960186780
"Koppinen, T., Rosqvist, T.","6507087613; 55523819100","Dynamic Project Portfolio Selection in infrastructure sector",2010,"Engineering Asset Management Review",1,"",,311,326,,5,10.1007/978-1-84996-178-3_16,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84874385854&partnerID=40&md5=1d2341ac95ac3f019915d7270679ada7",Article,Final,"",Scopus,2-s2.0-84874385854
"Legodi, I., Barry, M.-L.","36663611000; 24490506500","The current challenges and status of risk management in enterprise data warehouse projects in South Africa",2010,"PICMET '10 - Portland International Center for Management of Engineering and Technology, Proceedings - Technology Management for Global Economic Growth",,"", 5602130,1591,1595,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78549262393&partnerID=40&md5=605c4370543066a22dd35c9ee670f171",Conference Paper,Final,"",Scopus,2-s2.0-78549262393
"Chartier, A., Banville, C., Landry, M.","36462452300; 6603322589; 7101722567","Crisis management in information system projects: Lessons of a case study",2010,"Canadian Journal of Administrative Sciences",27,"2",,149,160,,5,10.1002/CJAS.151,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77956363837&partnerID=40&md5=fbad3cdabb32b079b79cb5b99f4e0c22",Article,Final,"",Scopus,2-s2.0-77956363837
"Oladiran, O.J.","35275843400","Innovative waste management through the use of waste management plans on construction projects in Nigeria",2009,"Architectural Engineering and Design Management",5,"3",,165,176,,5,10.3763/aedm.2008.0089,"https://www.scopus.com/inward/record.url?eid=2-s2.0-73549119516&partnerID=40&md5=b26552725660b624a352bf772826e3d8",Article,Final,"",Scopus,2-s2.0-73549119516
"Sarfraz, F.","35180257700","Managing for a successful project closure",2009,"PICMET: Portland International Center for Management of Engineering and Technology, Proceedings",,"", 5262001,1392,1395,,5,10.1109/PICMET.2009.5262001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70450199612&partnerID=40&md5=a6b04239ef9602b10d0cffb63b4cc73c",Conference Paper,Final,"",Scopus,2-s2.0-70450199612
"Boonstra, A.","7005315943","Identifying and managing stakeholders in enterprise information system projects",2009,"International Journal of Enterprise Information Systems",5,"4",,1,16,,5,10.4018/jeis.2009090201,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350018007&partnerID=40&md5=fbafe4c355b3e429bbe7f537cac67f3a",Article,Final,"",Scopus,2-s2.0-70350018007
"Brannon, S.D., Kemper, P., Barry, T.","6602782709; 7005924525; 57204059993","North carolina's direct care workforce development journey: The case of the north carolina new organizational vision award partner team",2009,"Health Care Management Review",34,"3",,284,293,,5,10.1097/HMR.0b013e31819ca92b,"https://www.scopus.com/inward/record.url?eid=2-s2.0-68949100192&partnerID=40&md5=fa1fab1aa30d27b7784f3853d6adc21b",Article,Final,"",Scopus,2-s2.0-68949100192
"Loosemore, M.","6701918491","Managing public perceptions of risk on construction and engineering projects: How to involve stakeholders in business decisions",2009,"International Journal of Construction Management",9,"2",,65,74,,5,10.1080/15623599.2009.10773130,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77949826558&partnerID=40&md5=5f464411ec283868729dc12fa50f6fdf",Article,Final,"",Scopus,2-s2.0-77949826558
"Pikkarainen, M.","13611266900","Towards a better understanding of cmmi and agile integration- Multiple case study of four companies",2009,"Lecture Notes in Business Information Processing",32 LNBIP,"",,401,415,,5,10.1007/978-3-642-02152-7_30,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70149106334&partnerID=40&md5=3891bbdbcb1672017913424f974e7d79",Conference Paper,Final,"",Scopus,2-s2.0-70149106334
"Ivory, C., Alderman, N.","7003744891; 56969626300","Who is the customer? Maintaining a customer orientation in long-term service-focused projects",2009,"International Journal of Technology Management",48,"2",,140,152,,5,10.1504/IJTM.2009.024912,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67549115085&partnerID=40&md5=5f331d31fcc5d3b824ad00ca4ca14029",Article,Final,"",Scopus,2-s2.0-67549115085
"Taylor, J., Assan, N., Green, R., McCann, J., Rodríguez, J.","7405405343; 24476052600; 24476402000; 24476058000; 57199093339","A new method of HACCP for hospitality: Embracing new cuisines and developing sector relevance",2008,"International Journal of Contemporary Hospitality Management",20,"5",,561,578,,5,10.1108/09596110810881472,"https://www.scopus.com/inward/record.url?eid=2-s2.0-47849097445&partnerID=40&md5=8ed6f8984c75a3cf68708a716691e528",Article,Final,"",Scopus,2-s2.0-47849097445
"Knight, D.","57197404855","The SIGMA management model",2006,"Management Models for Corporate Social Responsibility",,"",,11,18,,5,10.1007/3-540-33247-2_2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79955830665&partnerID=40&md5=abac9715a0dba904eb4c7fae89a75b46",Book Chapter,Final,"",Scopus,2-s2.0-79955830665
"Becerik, B.","57200377085","Assessment of Online Project Management technology for construction projects and organizations: A benchmarking exercise on added value",2006,"Portland International Conference on Management of Engineering and Technology",4,"", 4077555,1594,1603,,5,10.1109/PICMET.2006.296735,"https://www.scopus.com/inward/record.url?eid=2-s2.0-50649105976&partnerID=40&md5=682059c7155917495f8486d184e6100c",Conference Paper,Final,"",Scopus,2-s2.0-50649105976
"Skelton, T.M., Thamhain, H.J.","7004232887; 7004319765","A stakeholder approach to minimizing risks in complex projects",2006,"Portland International Conference on Management of Engineering and Technology",5,"", 4077630,2203,2208,,5,10.1109/PICMET.2006.296809,"https://www.scopus.com/inward/record.url?eid=2-s2.0-50649087962&partnerID=40&md5=73b6c0170438f84fb26f4c8a8aae7553",Conference Paper,Final,"",Scopus,2-s2.0-50649087962
"Barrett, P., Barrett, L.","7202120422; 12792486800","The 4Cs model of exemplary construction projects",2006,"Engineering, Construction and Architectural Management",13,"2",,201,215,,5,10.1108/09699980610659643,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33645218946&partnerID=40&md5=54ed97f68745f1caec984035ea7a928d",Article,Final,"",Scopus,2-s2.0-33645218946
"Pavlak, A.","25226267200","Project troubleshooting: Tiger teams for reactive risk management",2005,"IEEE Engineering Management Review",33,"1",,36,48,,5,10.1109/EMR.2005.25175,"https://www.scopus.com/inward/record.url?eid=2-s2.0-17444418289&partnerID=40&md5=4bb11451f6284b5df63d8c05ecc46ca7",Article,Final,"",Scopus,2-s2.0-17444418289
