Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Osman, A.Z., Agyemang, G.","57210814035; 31168186500","Privileging downward accountability in Waqf management",2020,"Journal of Islamic Accounting and Business Research",11,"3",,533,554,,5,10.1108/JIABR-05-2017-0064,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078885313&partnerID=40&md5=0b6404a4b5d2a6131ea80539df1aa075",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85078885313
"Karidio, I., Talbot, D.","57210728011; 56999970600","Controversy in mining development: a study of the defensive strategies of a mining company",2020,"Journal of Sustainable Finance and Investment",10,"1",,18,43,,5,10.1080/20430795.2019.1657315,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071313773&partnerID=40&md5=cc5d969411f1e52694f2241bc5956d24",Article,Final,"",Scopus,2-s2.0-85071313773
"Urbinati, A., Landoni, P., Cococcioni, F., De Giudici, L.","57194166860; 24781156100; 57218990477; 57219002880","Stakeholder management in open innovation projects: a multiple case study analysis",2020,"European Journal of Innovation Management",,"",,,,,5,10.1108/EJIM-03-2020-0076,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090962189&partnerID=40&md5=cbbdf5dc21d2a3e8af28be4534f48efb",Article,Article in Press,"",Scopus,2-s2.0-85090962189
"Shepherd, J., Ioannides, D.","57211433630; 7004933149","Useful funds, disappointing framework: tourism stakeholder experiences of INTERREG",2020,"Scandinavian Journal of Hospitality and Tourism",,"",,485,502,,5,10.1080/15022250.2020.1792339,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85088144958&partnerID=40&md5=84e4fbca9bbc98fd65ffcd34b3fd6d2b",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85088144958
"Saad, A., Zahid, S.M., Muhammad, U.B.","57216672662; 57213837677; 57211159457","Role of awareness in strengthening the relationship between stakeholder management and project success in the construction industry of Pakistan",2020,"International Journal of Construction Management",,"",,,,,5,10.1080/15623599.2020.1742854,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85084261389&partnerID=40&md5=fc002476cfa4ce8a6323fd7e657c1b44",Article,Article in Press,"",Scopus,2-s2.0-85084261389
"Qiao, Y., Labi, S., Fricker, J.D.","57192211668; 6505891237; 7101666130","Hazard-Based Duration Models for Predicting Actual Duration of Highway Projects Using Nonparametric and Parametric Survival Analysis",2019,"Journal of Management in Engineering",35,"6", 04019024,,,,5,10.1061/(ASCE)ME.1943-5479.0000700,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069764163&partnerID=40&md5=bd8ca7d5f66ee598d8ea166f06ff1b16",Article,Final,"",Scopus,2-s2.0-85069764163
"Tetteh, G.A.","56667771800","Evaluating university leadership performance using Lean Six Sigma framework",2019,"International Journal of Lean Six Sigma",10,"4",,1018,1040,,5,10.1108/IJLSS-05-2018-0051,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058857094&partnerID=40&md5=db7fab007c221eb29a4c27e7ebcd7361",Article,Final,"",Scopus,2-s2.0-85058857094
"Lazoroska, D., Palm, J.","57209458308; 23036198800","Dialogue with property owners and property developers as a tool for sustainable transformation: A literature review",2019,"Journal of Cleaner Production",233,"",,328,339,,5,10.1016/j.jclepro.2019.06.040,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067827446&partnerID=40&md5=50e492856714ceeda9249866d79edae6",Review,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85067827446
"Rai, R.K., Nepal, M., Bhatta, L.D., Das, S., Khadayat, M.S., Somanathan, E., Baral, K.","55008326500; 12783483600; 57221565477; 26638614700; 57195355381; 6602767160; 20933523600","Ensuring Water Availability to Water Users through Incentive Payment for Ecosystem Services Scheme: A Case Study in a Small Hilly Town of Nepal",2019,"Water Economics and Policy",5,"4", 1850002,,,,5,10.1142/S2382624X18500029,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050481219&partnerID=40&md5=4ed24fce62895f56d389277cc45a9170",Article,Final,"",Scopus,2-s2.0-85050481219
"Kumar, S.","57209819937","Artificial intelligence divulges effective tactics of top management institutes of India",2019,"Benchmarking",26,"7",,2188,2204,,5,10.1108/BIJ-08-2018-0251,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067009482&partnerID=40&md5=51baa627b6c0201074b90009d591412b",Article,Final,"",Scopus,2-s2.0-85067009482
"Irfan, M., Thaheem, M.J., Gabriel, H.F., Malik, M.S.A., Nasir, A.R.","57209313505; 56922299800; 23666942100; 57205582354; 57195952173","Effect of stakeholder’s conflicts on project constraints: a tale of the construction industry",2019,"International Journal of Conflict Management",30,"4",,538,565,,5,10.1108/IJCMA-04-2019-0074,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069463052&partnerID=40&md5=6e18fb263951aae81316e196bd86a44e",Article,Final,"",Scopus,2-s2.0-85069463052
"Zhu, F., Sun, M., Wang, L., Sun, X., Yu, M.","25928915300; 57201255789; 57194558455; 55495895700; 57194558995","Value conflicts between local government and private sector in stock public-private partnership projects: A case of China",2019,"Engineering, Construction and Architectural Management",26,"6",,907,926,,5,10.1108/ECAM-08-2018-0330,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062466772&partnerID=40&md5=24402a17319c8ecb7c2620ad15f65f2f",Article,Final,"",Scopus,2-s2.0-85062466772
"Eulerich, M., Kremin, J., Wood, D.A.","55443223900; 57133150100; 7404401863","Factors that influence the perceived use of the internal audit function's work by executive management and audit committee",2019,"Advances in Accounting",45,"", 100410,,,,5,10.1016/j.adiac.2019.01.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061995180&partnerID=40&md5=940a7ddb2f9a07bec25e5c848b5e5934",Article,Final,"",Scopus,2-s2.0-85061995180
"Appio, F.P., Lacoste, S.","53879377400; 52663763000","B2B relationship management in complex product systems (CoPS)",2019,"Industrial Marketing Management",79,"",,53,57,,5,10.1016/j.indmarman.2018.12.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057872841&partnerID=40&md5=395ee3ed550be04e776a573184b4a8c9",Editorial,Final,"All Open Access, Bronze",Scopus,2-s2.0-85057872841
"Hylving, L., Bygstad, B.","56102283900; 22233399900","Nuanced Responses to Enterprise Architecture Management: Loyalty, Voice, and Exit",2019,"Journal of Management Information Systems",36,"1",,14,36,,5,10.1080/07421222.2018.1550549,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063809203&partnerID=40&md5=7dfa45675067b0dcfd94d7c6f4bee5bf",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85063809203
"Głodziński, E.","56066946800","Performance measurement of complex project: Framework and means supporting management of project-based organizations",2019,"International Journal of Information Systems and Project Management",7,"2",,21,34,,5,10.12821/ijispm070202,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070749106&partnerID=40&md5=924aaa3fdea62aa1f708323a11e270b9",Article,Final,"",Scopus,2-s2.0-85070749106
"Manes-Rossi, F., Allini, A., Spanò, R., Macchioni, R.","56246962700; 56663289900; 55790653400; 56663142800","Performance management change in archaeological sites: The case of Herculaneum Conservation Project",2018,"Journal of Management and Governance",22,"4",,947,979,,5,10.1007/s10997-018-9416-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044956159&partnerID=40&md5=5a7557f4b7f7df1cec9feaf463d28533",Article,Final,"",Scopus,2-s2.0-85044956159
"Liu, J., Low, S.P., Wang, L.F.","56211572200; 7005900893; 57195227369","Critical success factors for eco-city development in China",2018,"International Journal of Construction Management",18,"6",,497,506,,5,10.1080/15623599.2017.1351731,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026390171&partnerID=40&md5=6e1f67ef92054b8de2a038cc951e493c",Article,Final,"",Scopus,2-s2.0-85026390171
"Bingham, E., Gibson, G.E., Asmar, M.E.","36459611200; 7402074463; 34868168700","Measuring User Perceptions of Popular Transportation Project Delivery Methods Using Least Significant Difference Intervals and Multiple Range Tests",2018,"Journal of Construction Engineering and Management",144,"6", 04018033,,,,5,10.1061/(ASCE)CO.1943-7862.0001469,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044584100&partnerID=40&md5=e32ced4f8caead2b3cf617174da6dd99",Article,Final,"",Scopus,2-s2.0-85044584100
"Cagno, E., Micheli, G.J.L., Di Foggia, G.","6602484883; 24381529700; 55604164500","Smart metering projects: an interpretive framework for successful implementation",2018,"International Journal of Energy Sector Management",12,"2",,244,264,,5,10.1108/IJESM-08-2017-0009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044928773&partnerID=40&md5=66fb9b5224aa746e6ac8c50e87143804",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85044928773
"Akinyemi, A., Sun, M., Gray, A.J.G.","57202546442; 7403181131; 25521946600","An ontology-based data integration framework for construction information management",2018,"Proceedings of Institution of Civil Engineers: Management, Procurement and Law",171,"3",,111,125,,5,10.1680/jmapl.17.00052,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048711389&partnerID=40&md5=1392b97f35a01b2bdab07f4adaa0cee8",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85048711389
"Lodhia, S., Martin, N., Rice, J.","6506489705; 8889226100; 35356025000","Appraising offsets as a tool for integrated environmental planning and management",2018,"Journal of Cleaner Production",178,"",,34,44,,5,10.1016/j.jclepro.2018.01.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041794065&partnerID=40&md5=c78b18ccb3758eb481000c91f03654b1",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85041794065
"Zinder, E.Z.","55879447500","Values-directed enterprise engineering",2018,"Business Informatics",,"3",,7,19,,5,10.17323/1998-0663.2018.3.7.19,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070700075&partnerID=40&md5=bbafdce888a619911c46518bd7073ca8",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85070700075
"Akinradewo, O.I., Oke, A.E., Aigbavboa, C.O., Ndalamba, M.","57216198453; 57193062077; 54956705100; 57209283881","Benefits of adopting lean construction technique in the South African construction industry",2018,"Proceedings of the International Conference on Industrial Engineering and Operations Management",2018,"NOV",,1271,1277,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067195693&partnerID=40&md5=751f2caf5feba71459838cd44590f691",Conference Paper,Final,"",Scopus,2-s2.0-85067195693
"Miloradov, K., Eidlina, G.","57191822552; 57191823600","Analysis of tourism infrastructure development projects in the context of “Green economy”",2018,"European Research Studies Journal",21,"4",,20,30,,5,10.35808/ersj/1100,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056610812&partnerID=40&md5=007584d066511b0b6e7a14b66c423bfe",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85056610812
"Daniel, E.I., Oshineye, O., Oshodi, O.","56421472600; 57204462221; 56835686600","Barriers to sustainable construction practice in Nigeria",2018,"Proceeding of the 34th Annual ARCOM Conference, ARCOM 2018",,"",,149,158,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055623944&partnerID=40&md5=77e2402d91039656a28ca64d67780a3c",Conference Paper,Final,"",Scopus,2-s2.0-85055623944
"Joyce, S., Sairinen, R., Vanclay, F.","57204394874; 6507161298; 6603853301","Using social impact assessment to achieve better outcomes for communities and mining companies",2018,"Mining and Sustainable Development: Current Issues",,"",,65,85,,5,10.4324/9781315121390,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85045367512&partnerID=40&md5=c07129da57ab8edf4ac40a9f8e7a5bf4",Book Chapter,Final,"All Open Access, Green",Scopus,2-s2.0-85045367512
"Bierwolf, R., Frijns, P., Van Kemenade, P.","57190193081; 57195511387; 57203206704","Project management in a dynamic environment: Balancing stakeholders",2017,"Proceedings of the 2017 IEEE European Technology and Engineering Management Summit, E-TEMS 2017",2017-January,"",,1,6,,5,10.1109/E-TEMS.2017.8244226,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050940078&partnerID=40&md5=b4afdc8626d49a62b16bef182f34ebfc",Conference Paper,Final,"",Scopus,2-s2.0-85050940078
"Too, E., Le, T., Yap, W.Y.","57210306267; 57195406920; 57200082199","Front-end planning - The role of project governance and its impact on scope change management",2017,"International Journal of Technology",8,"6",,1124,1133,,5,10.14716/ijtech.v8i6.708,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85039166230&partnerID=40&md5=a888d12faa45c81472b30a3936d2362d",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85039166230
"Popper, R., Popper, M., Velasco, G.","25626800900; 57205363556; 57205367723","Towards a more responsible sustainable innovation assessment and management culture in Europe",2017,"Engineering Management in Production and Services",9,"4",,7,20,,5,10.1515/emj-2017-0027,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059771170&partnerID=40&md5=08ae05e6947fba82865ba65b56eea550",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85059771170
"Jugend, D., Figueiredo, J.","24391295800; 56891818100","Integrating environmental sustainability and project portfolio management: Case study in an energy firm",2017,"Gestao e Producao",24,"3",,526,537,,5,10.1590/0104-530X3451-16,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032457920&partnerID=40&md5=581c8fb3e134541bfac2781ee0248334",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85032457920
"Rive, J., Bonnet, M., Parmentier, C., Pelazzo-Plat, V., Pignet-Fall, L.","57190061106; 36674446000; 57194558612; 57194554335; 57194555965","A contribution to the laying of foundations for dialogue between socially responsible management schools",2017,"International Journal of Management Education",15,"2",,238,248,,5,10.1016/j.ijme.2017.04.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020786794&partnerID=40&md5=09b24a3b67200ee82a74839705bf0d4a",Article,Final,"",Scopus,2-s2.0-85020786794
"Kim, A.A., McCunn, L.J., Lew, J.","57189024536; 55247505900; 57189994695","Successful Facility Change-Management Practices for Retrofit Projects: Case Study in Lighting",2017,"Journal of Management in Engineering",33,"4", 05017001,,,,5,10.1061/(ASCE)ME.1943-5479.0000519,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018801370&partnerID=40&md5=fffc16885e835c5043d5c5933e4547a1",Article,Final,"",Scopus,2-s2.0-85018801370
"Usher, G., Whitty, S.J.","57193514678; 57208699565","Identifying and managing Drift-changes",2017,"International Journal of Project Management",35,"4",,586,603,,5,10.1016/j.ijproman.2017.02.015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014458942&partnerID=40&md5=851ea6e934e822ca15771a1efcff5719",Article,Final,"",Scopus,2-s2.0-85014458942
"Revellino, S., Mouritsen, J.","35335053400; 6601982809","Knotting the net: From ‘design by deception’ to an object oriented politics",2017,"International Journal of Project Management",35,"3",,296,306,,5,10.1016/j.ijproman.2016.10.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85006080812&partnerID=40&md5=470a01d0c7c1b72a16fb3add51042187",Article,Final,"",Scopus,2-s2.0-85006080812
"Cassanelli, A.N., Fernandez-Sanchez, G., Guiridlian, M.C.","6603700945; 36055406800; 57188852388","Principal researcher and project manager: who should drive R&amp;D projects?",2017,"R and D Management",47,"2",,277,287,,5,10.1111/radm.12213,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84963823366&partnerID=40&md5=9ade2595b6c7ac1dc9b7c64f759ecccd",Article,Final,"",Scopus,2-s2.0-84963823366
"Barnes, M., Lauckner, H., Hutchinson, S.","22133815400; 23474051200; 35554780100","Linking recreation and health with people living with chronic conditions",2017,"World Leisure Journal",59,"1",,6,20,,5,10.1080/16078055.2016.1277609,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009174500&partnerID=40&md5=845bb1b7df4197a6105249a9fb38769a",Article,Final,"",Scopus,2-s2.0-85009174500
"Ingaramo, R., Salizzoni, E., Voghera, A.","57200320762; 56919561200; 23468238200","Valuing forest ecosystem services for spatial and landscape planning and design | La valutazione dei Servizi Ecosistemici Forestali per la pianificazione e il progetto del territorio e del paesaggio",2017,"Valori e Valutazioni",,"19",,65,78,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040778219&partnerID=40&md5=ad6015c07757d32964f4a3854534bd38",Review,Final,"",Scopus,2-s2.0-85040778219
"Eskerod, P.","9250843500","Stakeholders",2017,"Cambridge Handbook of Organizational Project Management",,"",,172,185,,5,10.1017/9781316662243.017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85037061242&partnerID=40&md5=8e455091f3876e43771e6acffab25faf",Book Chapter,Final,"",Scopus,2-s2.0-85037061242
"Murphy, M.E., Nahod, M.-M.","37089465800; 37075523000","Stakeholder competency in evaluating the environmental impacts of infrastructure projects using BIM",2017,"Engineering, Construction and Architectural Management",24,"5",,718,735,,5,10.1108/ECAM-07-2015-0106,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029678330&partnerID=40&md5=005cc6aa2b18564456ef171909bcd890",Article,Final,"",Scopus,2-s2.0-85029678330
"Arroyo, A., Grisham, T.","57195127870; 36976760600","Leading extreme projects: Strategy, risk and resilience in practice",2017,"Leading Extreme Projects: Strategy, Risk and Resilience in Practice",,"",,1,194,,5,10.4324/9781315591827,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025589899&partnerID=40&md5=a032fe54ca0d45dca9f3812695f65a7c",Book,Final,"",Scopus,2-s2.0-85025589899
"Ansah, R.H., Sorooshian, S., Bin Mustafa, S., Oludapo, O.S.","56913256300; 57200073619; 56912941000; 57194533907","Constructions project management risks’ framework",2017,"Quality - Access to Success",18,"158",,90,95,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020681316&partnerID=40&md5=6a860689c099203f48e24eeaa0e887e7",Article,Final,"",Scopus,2-s2.0-85020681316
"Weißbach, R., Kirchner, K., Reher, F., Heinrich, R.","56153053300; 35307613600; 56656619000; 56352523400","Challenges in business processes modeling – Is agile BPM a solution?",2017,"Lecture Notes in Business Information Processing",281,"",,157,167,,5,10.1007/978-3-319-58457-7_12,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019191655&partnerID=40&md5=793e630e4376ef745799551ff9957703",Conference Paper,Final,"",Scopus,2-s2.0-85019191655
"Ponte, D., Pesci, C., Camussone, P.F.","25031938500; 56641553600; 8303050400","Between mission and revenue: measuring performance in a hybrid organization",2017,"Managerial Auditing Journal",32,"2",,196,214,,5,10.1108/MAJ-11-2015-1276,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011586406&partnerID=40&md5=c0766b93b6f1a832712358ae57eaf950",Article,Final,"",Scopus,2-s2.0-85011586406
"Hummel, J., van der Duim, R.","55180499300; 23994502500","SNV's modes of ordering: Organizing tourism as development practice",2016,"Tourism Management",57,"",,312,322,,5,10.1016/j.tourman.2016.06.020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84978151326&partnerID=40&md5=62200ddc0b349dabb3ef64559b5550c8",Article,Final,"",Scopus,2-s2.0-84978151326
"Gemünden, H.G.","57188783526","Foundations of Project Management Research: Stakeholders and Agile",2016,"Project Management Journal",46,"6",,3,5,,5,10.1002/pmj.21557,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84977672338&partnerID=40&md5=25edb014cac1ad26f4b3373cb47cf388",Note,Final,"",Scopus,2-s2.0-84977672338
"Soni, V., Singh, S.P., Banwet, D.K.","57159133200; 57199578228; 14023958300","“Systematic inquiry for energy security and sustainability”(a case study approach for India using SAP-LAP framework)",2016,"Journal of Advances in Management Research",13,"3",,352,367,,5,10.1108/JAMR-08-2015-0059,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044252437&partnerID=40&md5=4aa729e8e260d9c5b954eded6f78ce99",Article,Final,"",Scopus,2-s2.0-85044252437
"Brown, D.R., Rose, D., Gordon, R.","57191044110; 36570881000; 57225791662","De-commoditizing change management: A call for the re-positioning of change management on IT projects",2016,"Journal of Organizational Change Management",29,"5",,793,803,,5,10.1108/JOCM-07-2015-0116,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84986005646&partnerID=40&md5=fcf0af6a7cde71a5f10b7e43fe3a45a0",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84986005646
"Le Marc, C., Mathieu, J.-P., Pallot, M., Richir, S.","56114082800; 31967699300; 24724998300; 55917685500","Serious gaming: From learning experience towards User Experience",2016,"2010 IEEE International Technology Management Conference, ICE 2010",,"", 7477028,,,,5,10.1109/ICE.2010.7477028,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84978166245&partnerID=40&md5=ca5e68aa3edb5544743a2e57575f8ac8",Conference Paper,Final,"",Scopus,2-s2.0-84978166245
"Mullen, L.G., Larson, L.R.L.","37461933700; 42161652900","Analyzing the impact of a sales shadowing program: Process and outcomes",2016,"Journal for Advancement of Marketing Education",24,"",,36,42,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84960379680&partnerID=40&md5=2976081d64e28ef24cc2d90154259abf",Article,Final,"",Scopus,2-s2.0-84960379680
"Liu, J., Zheng, C.","56306210800; 7401934994","Towards integrated groundwater management in China",2016,"Integrated Groundwater Management: Concepts, Approaches and Challenges",,"",,455,475,,5,10.1007/978-3-319-23576-9_18,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017057723&partnerID=40&md5=859b8ff39f547491e0feb7d4eaeddfc6",Book Chapter,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85017057723
"Turečková, K., Škrabal, J., Benda, V., Martinát, S.","56580263400; 57193429218; 57193431466; 10142438200","Re-use of brownfields in Karvina: The challenge for local urban development",2016,"Proceedings of the 28th International Business Information Management Association Conference - Vision 2020: Innovation Management, Development Sustainability, and Competitive Economic Growth",,"",,2436,2447,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013936995&partnerID=40&md5=99ef613becd299200d877ce8bd3bb425",Conference Paper,Final,"",Scopus,2-s2.0-85013936995
"Fesenko, T., Fesenko, G.","57163379800; 57163430100","E-readiness evaluation modelling for monitoring the national e-government programme (by the example of Ukraine)",2016,"Eastern-European Journal of Enterprise Technologies",3,"3-81",,28,35,,5,10.15587/1729-4061.2016.71606,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85006810975&partnerID=40&md5=1837b773da8323707f7fa57e6c226714",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85006810975
"Perovic, M., Coffey, V., Kajewski, S., Madan, A.","57192101540; 53863280500; 6508074609; 57192095034","Unravelling heritage challenges: three case studies",2016,"Journal of Cultural Heritage Management and Sustainable Development",6,"3",,330,344,,5,10.1108/JCHMSD-11-2015-0044,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84997241531&partnerID=40&md5=fcc1aed2f4de48f3c4e46ba7860fc5cf",Article,Final,"",Scopus,2-s2.0-84997241531
"Louis, V.W., Carl, M.","57191249230; 8216133000","Applying governance principles to improve agile project success",2016,"IAMOT 2016 - 25th International Association for Management of Technology Conference, Proceedings: Technology - Future Thinking",,"",,359,376,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84988354306&partnerID=40&md5=077293b6bd07f935f571c26bbe8108f2",Conference Paper,Final,"",Scopus,2-s2.0-84988354306
"Schönbohm, A., Zahn, A.","57189517964; 57189516861","Reflective and cognitive perspectives on international capital budgeting",2016,"Critical Perspectives on International Business",12,"2",,167,188,,5,10.1108/cpoib-02-2013-0006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84971607541&partnerID=40&md5=48927397e84ea597b047bf40ecea6503",Article,Final,"",Scopus,2-s2.0-84971607541
"Fontaine, M.","57189267820","Project Risk Management",2016,"Enterprise Risk Management: A Common Framework for the Entire Organization",,"",,47,58,,5,10.1016/B978-0-12-800633-7.00004-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84966909204&partnerID=40&md5=c5733f32d0886ae5819309544662dd50",Book Chapter,Final,"",Scopus,2-s2.0-84966909204
"Mohan, K., Ahlemann, F., Braun, J.","42962171800; 23972186700; 55489372400","Realising value from projects: A performance-based analysis of determinants of successful realisation of project benefits",2016,"International Journal of Project Organisation and Management",8,"1",,1,23,,5,10.1504/IJPOM.2016.075784,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964757071&partnerID=40&md5=3d9ba9d5b500c6319241d3aa912f46f3",Article,Final,"",Scopus,2-s2.0-84964757071
"Krishnamurthy, R., Jacob, V., Radhakrishnan, S., Dogan, K.","57094637600; 7006604302; 35846986500; 14035360600","Peripheral developer participation in open source projects: An empirical analysis",2016,"ACM Transactions on Management Information Systems",6,"4", 14,,,,5,10.1145/2820618,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84957012771&partnerID=40&md5=c667771e8c9c34dacc2e77f1424f0694",Article,Final,"",Scopus,2-s2.0-84957012771
"Panda, D.","36601103700","Organizational collaboration, hybrid structure, governance and value creation evidence from indian public-private partnerships",2015,"Emergence: Complexity and Organization",17,"4",,,,,5,10.emerg/10.17357.912b658a038abe472880a50d21a49b77,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84955326644&partnerID=40&md5=735eb4a4f3a1ba07bcfdf99866b70246",Article,Final,"",Scopus,2-s2.0-84955326644
"Yip, M.H., Juhola, T.","55972361900; 56416330000","Stakeholder involvement in software system development - Insights into the influence of product-service ratio",2015,"Technology in Society",43,"",,105,114,,5,10.1016/j.techsoc.2015.05.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949535433&partnerID=40&md5=6f9c31f511ae60f74d30f71e9f24fefc",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84949535433
"Batti, R.C.","56669689100","Development Project Management Within Local NGOs: 10 Recommendations to Meet 10 Challenges",2015,"Global Business and Organizational Excellence",34,"5",,21,29,,5,10.1002/joe.21623,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84930469760&partnerID=40&md5=51dfc2dd72be4749230ea1c52610a23c",Article,Final,"",Scopus,2-s2.0-84930469760
"Hidayatno, A., Moeis, A.O., Sutrisno, A., Maulidiah, W.","57193212223; 57053463500; 55329035900; 57053555300","Risk impact analysis on the investment of drinking water supply system development using project risk management",2015,"International Journal of Technology",6,"5",,894,904,,5,10.14716/ijtech.v6i5.1764,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84954090266&partnerID=40&md5=c904cb418936483ae61f98ed46086796",Article,Final,"",Scopus,2-s2.0-84954090266
"Park, J., Ojiako, U., Williams, T., Chipulu, M., Marshall, A.","56430066600; 23006148400; 24304475000; 23468411600; 16481277800","Practical tool for assessing best value at the procurement stage of public building projects in Korea",2015,"Journal of Management in Engineering",31,"5", 06014005,,,,5,10.1061/(ASCE)ME.1943-5479.0000337,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84939485658&partnerID=40&md5=58f5aa24bea9c70130ca82b2c8bef536",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84939485658
"Yang, L., Lan, G.Z., He, S.","55732968900; 25522130300; 56692063600","Roles of scholars in environmental community conflict resolution: A case study in contemporary China",2015,"International Journal of Conflict Management",26,"3",,316,341,,5,10.1108/IJCMA-05-2012-0019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84931837873&partnerID=40&md5=47d7c966c0349bec74e2859498af3b23",Article,Final,"",Scopus,2-s2.0-84931837873
"Svensson, E.","26027305200","Heritage and development outside the metropolis: Discussing issues of attractiveness, growth, participation and sustainable development",2015,"Journal of Cultural Heritage Management and Sustainable Development",5,"1",,4,13,,5,10.1108/JCHMSD-07-2013-0029,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84929906018&partnerID=40&md5=1c41d492f16af3057c68ac4cfda78590",Article,Final,"",Scopus,2-s2.0-84929906018
